"","HS.Code_6","BEC4","BEC.Descriptions","Retained.Goods"
"30800","540239","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30801","540244","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30804","540245","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30810","540246","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30816","540247","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30822","540248","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30825","540249","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30828","540251","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30831","540252","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30834","540253","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30837","540259","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30840","540261","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30845","540262","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30850","540263","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30855","540269","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30860","540310","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30861","540331","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30865","540332","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30871","540333","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30877","540339","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30883","540341","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30889","540342","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30895","540349","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30941","540411","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30942","540412","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30943","540419","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30944","540490","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30945","540500","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30946","540600","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"30970","540710","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30974","540720","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30978","540730","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30982","540741","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30985","540742","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30988","540743","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30991","540744","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30994","540751","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"30997","540752","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31000","540753","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31003","540754","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31006","540761","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31009","540769","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31021","540771","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31024","540772","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31027","540773","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31030","540774","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31033","540781","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31036","540782","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31039","540783","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31042","540784","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31045","540791","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31048","540792","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31051","540793","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31054","540794","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31057","540810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31061","540821","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31064","540822","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31067","540823","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31070","540824","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31073","540831","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31076","540832","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31079","540833","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31082","540834","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31085","550110","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31086","550120","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31087","550130","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31088","550140","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31089","550190","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31090","550210","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31091","550290","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31092","550311","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31093","550319","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31094","550320","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31095","550330","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31096","550340","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31097","550390","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31098","550410","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31099","550490","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31100","550510","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"31101","550520","21","Industrial Supplies Not Elsewhere Specified: Primary","Intermediate Goods"
"31102","550610","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31103","550620","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31104","550630","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31105","550640","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31106","550690","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31107","550700","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31108","550810","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31114","550820","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31119","550911","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31120","550912","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31121","550921","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31122","550922","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31123","550931","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31124","550932","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31125","550941","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31126","550942","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31127","550951","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31130","550952","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31133","550953","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31136","550959","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31139","550961","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31142","550962","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31145","550969","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31148","550991","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31151","550992","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31154","550999","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31157","551011","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31158","551012","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31159","551020","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31162","551030","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31165","551090","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31168","551110","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"31170","551120","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"31174","551130","63","Consumer Goods Not Elsewhere Specified: Non-Durable","Consumption Goods"
"31179","551211","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31181","551219","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31183","551221","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31185","551229","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31187","551291","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31189","551299","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31191","551311","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31193","551312","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31195","551313","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31197","551319","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31201","551321","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31203","551323","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31207","551329","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31211","551331","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
"31213","551339","22","Industrial Supplies Not Elsewhere Specified: Processed","Intermediate Goods"
